24Hours,Year,JulianDay,Time,Air Temp(¡É),RH(%),Wind Dir(Deg),Wind Spd<m/s),Gust(m/s),GustTime,Solar Rad(W/§³),Pressure(hPa),Visibility(km),Rain(mm)
100,2010,307,600,-1.446,84.9,176.6,42.07,1.45,510,0.007,1026,12.53,0
100,2010,307,700,-1.638,87.1,122.9,28.91,1.012,648,0.816,1026,12.5,0
100,2010,307,800,-1.25,86,68.07,28.13,1.275,748,24.42,1027,12.49,0
100,2010,307,900,1.412,72.4,38.79,12.59,0.562,808,181.5,1028,12.61,0
100,2010,307,1000,5.013,59.47,191.7,49.87,1.925,955,349.6,1027,13.98,0
100,2010,307,1100,7.37,50.23,195.2,42.43,2.637,1051,473.1,1027,13.89,0
100,2010,307,1200,9.82,45.1,201.2,62.62,3.112,1126,548.5,1027,13.81,0
100,2010,307,1300,10.92,43.03,252.8,55.61,4.037,1240,567.9,1026,13.75,0
100,2010,307,1400,12.14,40.26,309.1,73.9,3.5,1350,541,1025,13.7,0
100,2010,307,1500,12.59,40.12,297,42.33,2.925,1415,296.4,1025,13.69,0
100,2010,307,1600,12.35,41.4,313.4,37.14,2.437,1514,103.3,1025,13.59,0
100,2010,307,1700,11.83,46,307.4,23.74,2.787,1612,53.7,1024,13.39,0
100,2010,307,1800,10.81,50.87,245.4,52.64,0.662,1724,8.34,1025,13.17,0
100,2010,307,1900,9.44,55.58,187.7,24.89,1.937,1846,0,1025,13.03,0
100,2010,307,2000,7.65,65.4,185.9,11.18,1.375,1924,0,1026,12.91,0
100,2010,307,2100,6.197,74.2,165.5,7.03,1.162,2043,0,1026,12.8,0
100,2010,307,2200,4.936,79.9,188.8,15.54,1.7,2140,0,1026,12.74,0
100,2010,307,2300,4.3,82.9,155.9,14.01,1.062,2243,0,1026,12.7,0
100,2010,307,2400,3.222,88.9,194.6,10.16,1.1,2358,0,1026,12.67,0
100,2010,308,100,3.576,88.4,134.8,28.63,1.025,4,0,1026,12.65,0
100,2010,308,200,2.268,91.2,175,17.27,0.887,128,0,1025,12.63,0
100,2010,308,300,1.794,93.5,0,0,0,201,0,1026,12.6,0
100,2010,308,400,1.56,94.7,176.7,24.8,1.075,309,0.003,1025,12.57,0
100,2010,308,500,0.838,95.2,197.9,20.65,0.837,452,0.003,1025,12.54,0
100,2010,308,600,0.615,95.7,104.6,16.73,0.762,535,0.003,1026,12.51,0
100,2010,308,700,-0.085,96,85.8,0,0.3,700,0.695,1026,12.49,0
100,2010,308,800,0.13,96.4,57.89,5.646,0.6,719,25.33,1026,12.48,0
100,2010,308,900,1.072,96.5,200.7,13.91,1.2,825,105.9,1026,12.67,0
100,2010,308,1000,3.643,96.1,177.7,34.94,1.275,1000,252.5,1026,14.05,0
100,2010,308,1100,7.99,83.4,207.3,28.87,2.375,1054,433.4,1026,13.92,0
100,2010,308,1200,11.9,63.63,201.3,33.28,3.35,1150,505.3,1025,13.81,0
100,2010,308,1300,13.85,57.01,218.1,42.67,4.125,1244,502.6,1024,13.72,0
100,2010,308,1400,15,52.34,217.9,45.27,4.312,1353,432.7,1024,13.67,0
100,2010,308,1500,15.28,50.79,223.4,45.34,4.275,1409,296.4,1023,13.65,0
100,2010,308,1600,15.4,49.29,230.6,40.12,4.062,1552,190.6,1023,13.65,0
100,2010,308,1700,15.26,47.34,242,44.14,3.162,1602,99.7,1023,13.49,0
100,2010,308,1800,14.4,44.77,241.7,45.16,2.775,1717,12.63,1023,13.22,0
100,2010,308,1900,13.18,54.13,233,38.59,2.65,1801,0,1024,13.06,0
100,2010,308,2000,11.09,64.07,186.3,18.56,1.337,1936,0,1024,12.93,0
100,2010,308,2100,9.3,70.7,205.5,14.23,1.862,2022,0,1024,12.82,0
100,2010,308,2200,8.49,79,211.1,6.209,1.112,2104,0,1025,12.76,0
100,2010,308,2300,7.29,87,0,0,0,2201,0,1025,12.72,0
100,2010,308,2400,6.999,91.4,0,0,0,2301,0,1025,12.7,0
100,2010,309,100,6.54,93,0,0,0,1,0,1025,12.68,0
100,2010,309,200,6.151,93.9,176.4,4.782,0.612,158,0,1025,12.65,0
100,2010,309,300,4.91,94.3,186.7,27.13,0.625,226,0,1024,12.63,0
100,2010,309,400,3.692,95,183.5,9.32,1.1,314,0,1024,12.6,0
100,2010,309,500,5.081,95.4,184.6,20.45,1.725,453,0,1024,12.57,0
100,2010,309,600,5.365,95.5,200.4,22.09,1.525,505,0,1024,12.56,0
100,2010,309,700,4.984,95.9,208.5,15.99,0.962,650,0.191,1025,12.54,0
100,2010,309,800,5.519,96,195.3,8.57,0.537,703,10.59,1025,12.53,0
100,2010,309,900,6.229,96.1,178.3,11.96,1.3,853,57.05,1025,12.53,0
100,2010,309,1000,6.863,96.2,173.1,27.56,1.487,939,121.1,1026,13.72,0
100,2010,309,1100,7.99,96.2,211.9,23.04,1.912,1057,177.8,1025,13.91,0
100,2010,309,1200,9.9,95.9,195.6,31.85,2.3,1158,409.2,1025,13.81,0
100,2010,309,1300,13.12,76.1,222.4,43.59,2.875,1257,458.2,1024,13.73,0
100,2010,309,1400,15.42,60.43,213.2,53.11,3.162,1318,440.4,1023,13.67,0
100,2010,309,1500,16.51,39.18,217.4,36.2,3.662,1448,383.3,1022,13.62,0
100,2010,309,1600,16.21,46.36,230.6,41.9,4.325,1535,211.1,1022,13.62,0
100,2010,309,1700,15.76,50.69,239.7,37.73,3.75,1605,89.8,1022,13.38,0
100,2010,309,1800,14.8,48.55,241.5,32.57,2.337,1733,7.46,1023,13.14,0
100,2010,309,1900,14.09,47.95,228,33.29,2.575,1829,0,1023,13,0
100,2010,309,2000,10.95,64,181.6,13.83,1.7,1914,0,1023,12.88,0
100,2010,309,2100,9.04,74.7,179.7,13.94,1.675,2008,0,1024,12.8,0
100,2010,309,2200,8.43,79.1,162.3,6.32,0.9,2105,0,1024,12.74,0
100,2010,309,2300,7.13,84.8,176.4,17.23,1.262,2229,0,1024,12.71,0
100,2010,309,2400,7.33,86.4,168.4,14.02,1.137,2324,0,1024,12.69,0
100,2010,310,100,6.999,88.5,173.1,17.1,1.9,47,0,1024,12.67,0
100,2010,310,200,6.35,89.5,178.8,24.57,1.362,101,0,1024,12.65,0
100,2010,310,300,6.238,90.2,176.6,9.7,1.225,213,0,1024,12.63,0
100,2010,310,400,6.743,90.1,191.2,26.4,1.925,352,0,1023,12.61,0
100,2010,310,500,7.36,91,170.9,24.87,1.3,443,0,1024,12.58,0
100,2010,310,600,7.68,91,188.8,21.23,1.287,508,0,1024,12.57,0
100,2010,310,700,7.96,91.3,161.7,14.56,1.012,640,0.071,1023,12.56,0
100,2010,310,800,8.37,92.2,207.4,6.155,0.5,754,7.02,1024,12.56,0
100,2010,310,900,8.93,91.3,326.9,21.52,0.925,837,62.58,1024,12.55,0
100,2010,310,1000,10.05,87.3,237.1,43.95,1.412,953,181.5,1024,13.85,0
100,2010,310,1100,11.84,78.9,200.6,33.97,2.012,1100,323.4,1024,13.77,0
100,2010,310,1200,13.67,69.1,214.1,68.54,1.95,1126,414.9,1023,13.69,0
100,2010,310,1300,14.14,68.98,318.8,27.97,2.812,1221,388,1023,13.66,0
100,2010,310,1400,15.49,61.68,263.1,58.05,2.925,1335,387.9,1022,13.62,0
100,2010,310,1500,16.42,56.09,226.4,66.18,1.887,1433,291.5,1021,13.6,0
100,2010,310,1600,15.94,57.83,336.2,35.19,1.975,1503,125.7,1021,13.51,0
100,2010,310,1700,15.43,62.25,65.17,0.008,0.312,1646,46.43,1021,13.22,0
100,2010,310,1800,13.74,69.54,0,0,0,1701,2.222,1021,13.04,0
100,2010,310,1900,12.11,76.9,66.2,8.48,2.037,1824,0,1022,12.92,0
100,2010,310,2000,11.1,81.4,198,0.289,0.637,1921,0,1022,12.82,0
100,2010,310,2100,10,86.7,187,8.44,1.175,2016,0,1022,12.76,0
100,2010,310,2200,9.68,88.3,184.8,7.95,1.15,2134,0,1022,12.73,0
100,2010,310,2300,9.05,90,22.1,17.13,0.437,2205,0,1022,12.71,0
100,2010,310,2400,8.34,92.5,174.7,19.78,1.187,2319,0,1021,12.69,0
100,2010,311,100,7.92,93,0,0,0,1,0,1021,12.67,0
100,2010,311,200,6.968,93.6,182.8,5.535,0.937,159,0,1021,12.64,0
100,2010,311,300,7.07,94.5,176.8,4.136,0.812,233,0,1021,12.62,0
100,2010,311,400,6.823,94.8,2.973,9.19,0.487,344,0,1021,12.6,0
100,2010,311,500,7.52,95.1,170.4,23.44,1.6,421,0,1021,12.58,0
100,2010,311,600,7.78,95.3,204.1,24.61,1.65,540,0,1021,12.56,0
100,2010,311,700,8.04,95.5,197.1,7.25,1.05,605,0.017,1021,12.56,0
100,2010,311,800,8.49,95.6,190.3,12.38,1.087,749,8.27,1021,12.55,0
100,2010,311,900,8.86,95.6,196.1,20.85,2.05,808,49.49,1021,12.55,0
100,2010,311,1000,9.62,94.1,221.8,32.2,1.737,948,118.9,1021,13.09,0
100,2010,311,1100,11.15,81.8,216.5,45.39,2,1055,286.3,1020,13.79,0
100,2010,311,1200,12.98,68.69,246.3,41.58,2.612,1145,473.4,1018,13.71,0
100,2010,311,1300,13.77,64.05,314.2,27.39,3.025,1218,479.7,1018,13.67,0
100,2010,311,1400,15.17,53.39,268.7,68.87,2.162,1336,412.2,1016,13.63,0
100,2010,311,1500,15.93,44.82,247.5,54.52,2.537,1448,341.5,1016,13.61,0
100,2010,311,1600,15.92,48.78,218.3,41.38,2.812,1521,193.9,1016,13.61,0
100,2010,311,1700,15.25,50.86,235.5,34.96,2.787,1637,77.3,1016,13.37,0
100,2010,311,1800,13.7,56.45,255.9,28.14,2.387,1725,5.96,1016,13.14,0
100,2010,311,1900,12.2,61.26,199.2,26.45,1.487,1805,0,1016,12.99,0
100,2010,311,2000,10.09,70.3,151.7,9.89,0.8,1941,0,1015,12.88,0
100,2010,311,2100,9.21,75.5,156.1,12.68,1.1,2021,0,1015,12.79,0
100,2010,311,2200,9.1,76.4,144.7,16.63,1.125,2154,0,1014,12.74,0
100,2010,311,2300,9.18,76.9,144.6,21.3,1.387,2247,0,1014,12.72,0
100,2010,311,2400,9.6,76,123.7,22.29,0.95,2312,0,1013,12.7,0
100,2010,312,100,10.24,74.6,194.4,83.2,1.65,59,0,1012,12.69,0
100,2010,312,200,10.37,85,246.2,50.63,4.775,107,0,1013,12.68,1.8
100,2010,312,300,10.35,87,200,28.05,2.05,221,0,1013,12.66,0
100,2010,312,400,9.64,90.2,215.8,29.8,1.362,303,0,1013,12.64,0
100,2010,312,500,9.8,88.5,192.6,27.58,1.6,425,0,1013,12.61,0
100,2010,312,600,10.14,83.3,181.5,21.81,1.875,505,0,1013,12.59,0
100,2010,312,700,9.89,83.7,193.4,21.58,1.875,609,0.087,1013,12.58,0
100,2010,312,800,10.31,75.4,217.6,34.42,5.012,718,6.325,1014,12.56,0
100,2010,312,900,10.31,69.71,227.5,33.94,3.85,858,31.94,1015,12.56,0
100,2010,312,1000,10.32,66.12,282.8,58.51,5.1,945,37.75,1015,12.71,0
100,2010,312,1100,9.71,67.84,311.5,49.9,4.962,1034,32.15,1015,12.64,0
100,2010,312,1200,9.86,57.48,274.3,62.63,5.5,1143,195.6,1015,12.76,0
100,2010,312,1300,9.57,50.51,293.4,46.31,4.812,1254,122,1015,13.46,0
100,2010,312,1400,9.58,49.17,306.8,37.82,5.9,1347,281.2,1015,13.83,0
100,2010,312,1500,9.71,46.1,309.1,38.54,6.662,1417,381.1,1015,13.81,0
100,2010,312,1600,8.99,41.51,321,39.58,6.85,1556,130.7,1015,13.67,0
100,2010,312,1700,8.83,42.23,309.2,40.15,6.562,1602,135.1,1015,13.61,0
100,2010,312,1800,7.69,44.55,254.4,64.14,5.062,1758,6.355,1016,13.3,0
100,2010,312,1900,6.902,50.62,254.9,61.43,4.662,1807,0,1016,13.13,0
100,2010,312,2000,6.395,51.89,217.2,29.28,4.375,1909,0,1015,13,0
100,2010,312,2100,6.162,49.45,219.3,44.9,3.9,2023,0,1015,12.88,0
100,2010,312,2200,5.976,48.7,263.6,63.42,6.812,2147,0,1015,12.8,0
100,2010,312,2300,2.986,84.2,290.7,66.25,8.04,2208,0,1016,12.74,1.4
100,2010,312,2400,3.061,81.1,266.6,56.4,4.912,2322,0,1016,12.69,0
100,2010,313,100,3.492,74.8,239.7,52.57,4.237,30,0,1016,12.67,0
100,2010,313,200,3.057,79.1,225.3,31.69,3.85,118,0,1017,12.65,0
100,2010,313,300,3.021,73.6,225.7,41.72,3.862,226,0,1017,12.63,0
100,2010,313,400,3.931,53.63,248.9,54.08,3.9,353,0,1017,12.61,0
100,2010,313,500,4.606,47.16,310.5,29.69,5.537,500,0,1017,12.58,0
100,2010,313,600,4.488,48.15,356.3,56.98,4.612,510,0,1017,12.56,0
100,2010,313,700,3.429,56.07,89.8,28.21,1.312,609,0.124,1017,12.53,0
100,2010,313,800,4.211,54.46,340.7,65.26,4.962,759,14,1018,12.51,0
100,2010,313,900,5.125,51.61,314.2,32.33,5.925,856,99.3,1019,12.57,0
100,2010,313,1000,5.797,48.65,312.7,33.83,5.25,919,261.3,1019,13.97,0
100,2010,313,1100,6.173,47.65,329.3,33.72,6.125,1034,268.4,1019,13.95,0
100,2010,313,1200,6.331,48.64,320,29.45,4.912,1128,244.6,1019,13.94,0
100,2010,313,1300,6.954,46.45,304.5,40.29,5.925,1245,276.9,1018,13.92,0
100,2010,313,1400,7.28,46.61,296.7,56.37,5.912,1332,292,1018,13.89,0
100,2010,313,1500,7.04,48.05,316.4,41.61,5.387,1459,148,1018,13.75,0
100,2010,313,1600,7.73,42.52,316.4,25.95,7.04,1516,258.6,1018,13.88,0
100,2010,313,1700,7.34,40.41,310.2,32.67,6.662,1611,95,1018,13.46,0
100,2010,313,1800,6.497,44.83,314,27.94,5.575,1712,2.676,1019,13.25,0
100,2010,313,1900,6.236,48.72,306.1,51.66,4.862,1813,0,1019,13.1,0
100,2010,313,2000,6.05,50.42,280.2,52.38,3.412,1930,0,1019,12.98,0
100,2010,313,2100,5.847,51.45,232.5,49.19,3.362,2020,0,1019,12.86,0
100,2010,313,2200,5.661,52.62,259.1,54.94,3.05,2119,0,1020,12.78,0
100,2010,313,2300,4.742,57.44,342.7,49.98,2.6,2246,0,1020,12.74,0
100,2010,313,2400,3.963,55.89,337.3,38.43,3.062,2310,0,1020,12.71,0
100,2010,314,100,3.275,52.1,10.32,62.83,2.312,51,0,1021,12.69,0
100,2010,314,200,2.497,51.07,18.29,35.53,1.262,104,0,1021,12.66,0
100,2010,314,300,1.328,58.43,138.9,0.771,1.075,259,0,1021,12.63,0
100,2010,314,400,0.48,65.53,140.3,39.06,0.987,311,0,1021,12.6,0
100,2010,314,500,-0.383,67.72,157.5,17.46,1.525,437,0,1021,12.56,0
100,2010,314,600,-1.841,80.4,137.1,0,0.762,501,0.003,1021,12.52,0
100,2010,314,700,-2.124,81.5,137,0,0.812,612,0.319,1022,12.49,0
100,2010,314,800,-2.322,83.2,0,0,0,701,21.23,1022,12.47,0
100,2010,314,900,0.422,72.5,0,0,0,801,136.4,1023,12.8,0
100,2010,314,1000,2.811,60.74,301.5,35.45,1.575,1000,291.1,1023,14.06,0
100,2010,314,1100,4.953,47.92,312.9,44.03,2.425,1045,415.4,1023,13.97,0
100,2010,314,1200,6.653,47.81,356.5,58.67,2.875,1134,493.1,1022,13.89,0
100,2010,314,1300,7.67,45.54,297.6,67.46,3.037,1225,511.6,1022,13.83,0
100,2010,314,1400,9.23,40.85,278.8,63.09,2.937,1357,482.9,1021,13.78,0
100,2010,314,1500,10.16,38.69,253.2,58.28,3.35,1403,391.4,1021,13.75,0
100,2010,314,1600,10.65,38.48,286.5,39.44,2.275,1504,254.6,1021,13.75,0
100,2010,314,1700,10.24,40.42,338.2,49.94,2.012,1629,103.9,1021,13.59,0
100,2010,314,1800,7.98,48.52,101.8,34.74,1.037,1755,5.875,1021,13.28,0
100,2010,314,1900,6.673,51.59,98.9,32.34,0.962,1816,0,1022,13.12,0
100,2010,314,2000,4.808,59.95,192.4,2.591,0.937,1906,0,1021,12.98,0
100,2010,314,2100,3.887,64.46,192.6,1.622,1.75,2059,0,1022,12.87,0
100,2010,314,2200,3.259,69.95,162.2,37.45,1.437,2139,0,1022,12.78,0
100,2010,314,2300,1.794,78.9,46.48,0,0.662,2233,0,1022,12.71,0
100,2010,314,2400,1.133,83.5,49.08,1.703,0.875,2359,0,1022,12.68,0
100,2010,315,100,0.9,84.1,48.99,30.72,0.862,26,0,1021,12.65,0
100,2010,315,200,0.466,86.2,142.3,13.29,0.875,200,0,1021,12.63,0
100,2010,315,300,-0.377,90.2,15.56,16.49,0.837,239,0.02,1021,12.62,0
100,2010,315,400,-0.777,91.7,188.4,3.688,1.212,302,0.017,1021,12.59,0
100,2010,315,500,-0.883,92.4,20.87,15.87,1.075,429,0.013,1020,12.56,0
100,2010,315,600,-0.51,90.9,359.1,4.741,0.987,504,0.003,1019,12.53,0
100,2010,315,700,-0.683,91.2,16.92,8.58,1.087,643,0.312,1020,12.5,0
100,2010,315,800,-0.301,88.7,350.1,5.211,1.025,748,22.92,1019,12.49,0
100,2010,315,900,1.346,80.9,0.53,24.97,1.912,824,127.2,1019,12.93,0
100,2010,315,1000,3.624,75.5,330.2,32.47,1.987,955,266.7,1018,14.05,0
100,2010,315,1100,6.859,65.41,317,34.46,2.162,1013,383.8,1017,13.93,0
100,2010,315,1200,11.61,52.72,284.2,79.6,3.3,1200,471,1015,13.8,0
100,2010,315,1300,14.72,44.38,192.1,28.87,5.125,1205,456.9,1014,13.72,0
100,2010,315,1400,15.73,42.35,176.9,29.52,3.95,1310,306.5,1013,13.67,0
100,2010,315,1500,15.8,43.9,173.4,38.85,3.225,1402,137,1012,13.58,0
100,2010,315,1600,16.01,47.39,156.5,39.57,3.662,1546,51.6,1011,13.22,0
100,2010,315,1700,15.91,55.5,177.3,39.8,3.825,1640,15.34,1010,13.05,0
100,2010,315,1800,15.16,69.7,205.8,50.21,8.72,1755,0.665,1010,12.89,1.1
100,2010,315,1900,13.8,76.2,218.3,49.83,9.64,1847,0,1013,12.81,5
100,2010,315,2000,11.68,70,211.9,52.3,7.54,1903,0,1012,12.77,0.1
100,2010,315,2100,11.4,65.67,200.2,38.33,3.75,2049,0,1014,12.72,0
100,2010,315,2200,11.74,52.68,210.2,43.81,3.4,2113,0,1014,12.72,0
100,2010,315,2300,11.12,55.07,197.3,26.99,2.412,2300,0,1015,12.7,0
100,2010,315,2400,11.29,54.33,231.9,39.99,4.1,2357,0,1015,12.68,0
100,2010,316,100,11.14,50.99,240.5,41.41,2.5,2,0,1016,12.65,0
100,2010,316,200,10.89,47.66,233.3,36.52,4.025,147,0,1017,12.62,0
100,2010,316,300,10.03,54.13,218.1,42.04,3.187,227,0,1017,12.6,0
100,2010,316,400,9.4,55.47,221.5,28.5,3.262,307,0,1017,12.57,0
100,2010,316,500,9.02,53.77,209.3,31.61,1.475,401,0,1018,12.56,0
100,2010,316,600,8.5,52.91,208.9,43,1.875,514,0,1018,12.54,0
100,2010,316,700,7.16,59.37,193.8,27.42,1.662,610,0.255,1019,12.54,0
100,2010,316,800,6.805,61.26,206.5,19.75,1.737,733,19.41,1020,12.53,0
100,2010,316,900,9.15,53.25,202,19.69,3.162,857,143.9,1021,12.63,0
100,2010,316,1000,11.29,47.39,221.9,40.43,4.125,935,336.3,1021,13.8,0
100,2010,316,1100,12.41,43.21,299.3,47.35,5.137,1008,420.1,1022,13.75,0
100,2010,316,1200,13.06,40.38,295.1,43.94,5.15,1104,497.5,1021,13.7,0
100,2010,316,1300,13.64,38.32,292.5,42.92,5.2,1248,554.9,1021,13.67,0
100,2010,316,1400,14.18,32.58,280.2,54.86,4.525,1359,472.8,1021,13.65,0
100,2010,316,1500,14.2,29.42,291.8,40.06,6.025,1441,407.9,1022,13.63,0
100,2010,316,1600,14.36,29.04,261.3,49.7,4.812,1547,290.2,1022,13.64,0
100,2010,316,1700,13.3,31.55,312.3,28.01,3.95,1606,123.2,1023,13.49,0
100,2010,316,1800,11.84,39.66,311.5,66.89,2.35,1703,5.125,1023,13.2,0
100,2010,316,1900,10.96,41.48,235.6,53.97,2.137,1856,0,1024,13.05,0
100,2010,316,2000,8.74,50.99,191.1,20.69,1.925,1902,0,1024,12.92,0
100,2010,316,2100,7.13,57.76,175.2,14.44,1.85,2001,0,1025,12.82,0
100,2010,316,2200,4.989,70.1,188.3,5.956,1.1,2137,0,1025,12.74,0
100,2010,316,2300,4.002,74.8,174.4,0,0.6,2204,0,1026,12.7,0
100,2010,316,2400,3.567,76.6,198.7,2.93,0.887,2344,0.003,1026,12.67,0
100,2010,317,100,2.813,82.1,0,0,0,1,0,1026,12.65,0
100,2010,317,200,2.033,87.7,32.02,1.826,0.875,157,0,1026,12.63,0
100,2010,317,300,1.903,87.6,66.42,50.75,1.175,217,0,1026,12.61,0
100,2010,317,400,0.973,91.5,176.8,7.7,0.912,347,0.003,1026,12.59,0
100,2010,317,500,0.574,92.3,0,0,0,401,0,1026,12.56,0
100,2010,317,600,0.467,93.9,32.91,24.49,1.337,546,0.003,1027,12.54,0
100,2010,317,700,0.314,94.3,82.2,67.03,1.425,651,0.101,1027,12.52,0
100,2010,317,800,-0.223,95.1,163.2,6.643,0.625,754,16.26,1027,12.51,0
100,2010,317,900,1.701,94.8,356.3,4.644,1.25,859,138.3,1028,12.6,0
100,2010,317,1000,4.913,80.8,6.042,30.91,1.587,916,306.8,1028,14.01,0
100,2010,317,1100,8.32,65.78,313.3,33.35,2.05,1025,432.1,1027,13.88,0
100,2010,317,1200,11.94,49.37,213.5,51.29,2.237,1156,510.1,1026,13.77,0
100,2010,317,1300,14.72,30.18,209.1,37.16,3.562,1207,531.6,1025,13.69,0
100,2010,317,1400,16.32,25.58,223,43.13,2.887,1356,488.5,1024,13.63,0
100,2010,317,1500,17.2,23.54,227.6,35.63,3.35,1453,393,1024,13.59,0
100,2010,317,1600,17.17,26.65,246.8,43.44,4.9,1553,228.1,1024,13.59,0
100,2010,317,1700,16.32,32.45,243.7,33.4,4.35,1621,102.1,1025,13.41,0
100,2010,317,1800,14.69,41.07,206.9,27.2,1.275,1751,5.185,1025,13.15,0
100,2010,317,1900,12.78,49.12,183.6,17.74,1.075,1837,0,1026,13.01,0
100,2010,317,2000,12.1,51.71,186.3,20.97,1.362,1948,0,1026,12.89,0
100,2010,317,2100,10.78,58.89,167.3,12.55,0.9,2002,0,1026,12.79,0
100,2010,317,2200,9.89,67.82,197.7,9.45,1.175,2146,0,1026,12.75,0
100,2010,317,2300,9.08,74.9,189.5,7.14,1.162,2225,0,1026,12.72,0
100,2010,317,2400,7.98,79.2,185.2,6.8,1.062,2310,0,1026,12.7,0
100,2010,318,100,7.51,83.3,163.4,17.57,1.437,59,0,1026,12.68,0
100,2010,318,200,7.97,80.8,157,84.2,2.25,107,0,1026,12.66,0
100,2010,318,300,7.31,83.8,184.6,56.14,2.25,224,0,1026,12.65,0
100,2010,318,400,8.73,82.7,6.528,49,1.912,356,0,1026,12.63,0
100,2010,318,500,9.4,81.2,339.3,46.05,2.062,454,0,1027,12.61,0
100,2010,318,600,8.59,71.9,334.6,30.62,4.012,527,0,1027,12.58,0
100,2010,318,700,7.35,65.25,339.6,37.34,3.162,648,0.071,1028,12.56,0
100,2010,318,800,6.463,67.01,20.97,64.81,2.225,722,14.35,1029,12.55,0
100,2010,318,900,6.142,62.99,310.2,49.86,3.625,806,74.9,1030,12.55,0
100,2010,318,1000,6.702,58.61,323.2,32.11,3.5,930,289,1030,13.92,0
100,2010,318,1100,7.94,55.73,324.2,30.41,3.762,1047,310.6,1029,13.87,0
100,2010,318,1200,9.38,43.48,339.2,43.11,4.825,1144,429.2,1029,13.82,0
100,2010,318,1300,10.23,30.48,320,29,4.787,1300,479.2,1028,13.78,0
100,2010,318,1400,10.38,29.7,314.7,34.99,4.612,1308,414.1,1028,13.77,0
100,2010,318,1500,9.95,27,322.1,26.16,4.612,1406,231.7,1028,13.76,0
100,2010,318,1600,9.25,29.08,321.6,33.22,3.712,1503,96.3,1028,13.6,0
100,2010,318,1700,8.8,33.85,319.6,24.15,4.3,1652,41.54,1028,13.3,0
100,2010,318,1800,7.97,34.02,322,24.01,4.325,1704,2.847,1028,13.13,0
100,2010,318,1900,7.34,32.82,344.3,37.34,2.937,1839,0,1029,13,0
100,2010,318,2000,6.834,30.35,13.7,52.98,3.025,1958,0,1029,12.88,0
100,2010,318,2100,6.614,26.8,343.8,42.21,3.012,2038,0,1029,12.8,0
100,2010,318,2200,6.451,26.27,338.1,38.91,3.025,2139,0,1030,12.74,0
100,2010,318,2300,6.302,26.41,338.4,37.43,3.375,2220,0,1031,12.72,0
100,2010,318,2400,5.843,29.46,345.9,53.52,3.537,2358,0,1031,12.7,0
100,2010,319,100,5.068,34.81,337.1,28.87,4.55,11,0,1030,12.68,0
100,2010,319,200,4.244,37.7,332.9,29.31,3.45,130,0,1031,12.66,0
100,2010,319,300,3.244,40.54,340.6,36.21,2.862,205,0,1031,12.63,0
100,2010,319,400,2.595,40.96,328.9,30.58,4.1,311,0,1030,12.59,0
100,2010,319,500,2.061,41.52,359.2,44.52,2.362,429,0,1031,12.56,0
100,2010,319,600,0.756,49.26,45.8,37.33,1.887,504,0,1031,12.53,0
100,2010,319,700,0.363,52.97,29.15,44.24,2.562,606,0.121,1031,12.5,0
100,2010,319,800,-0.487,57.52,0.287,58.87,1.55,724,14.39,1032,12.48,0
100,2010,319,900,0.541,50.92,324.8,33.38,3.85,848,141.4,1033,12.48,0
100,2010,319,1000,1.826,41.13,339,42.53,3.9,904,319.6,1033,14.07,0
100,2010,319,1100,2.957,35.63,325.4,68.3,3.35,1005,441.9,1032,14,0
100,2010,319,1200,3.962,31.31,312.9,42.94,3.975,1133,525.3,1031,13.95,0
100,2010,319,1300,4.943,27.68,307.2,27.94,5.325,1257,551.7,1030,13.92,0
100,2010,319,1400,5.543,26.74,307.9,29.51,4.962,1320,513.5,1029,13.9,0
100,2010,319,1500,5.983,25.48,311.9,23.34,5.462,1418,427.7,1029,13.89,0
100,2010,319,1600,5.799,25.56,314,19.37,5.075,1513,299.9,1029,13.88,0
100,2010,319,1700,5.114,29.98,321.3,31.93,4.362,1605,128.8,1029,13.66,0
100,2010,319,1800,3.595,37.5,28.36,48.29,2.1,1702,3.824,1029,13.35,0
100,2010,319,1900,2.416,46.41,23.7,53.96,1.75,1836,0,1029,13.19,0
100,2010,319,2000,2.137,49.59,18.69,43.4,1.925,1917,0,1029,13.05,0
100,2010,319,2100,0.667,55.29,151.5,22.76,1.137,2044,0,1030,12.93,0
100,2010,319,2200,-0.762,61.76,153.7,2.332,0.75,2158,0,1029,12.82,0
100,2010,319,2300,-1.707,68.38,171.7,18.91,1.812,2253,0.003,1030,12.73,0
100,2010,319,2400,-2.423,73.1,161.1,5.85,1.137,2321,0.007,1029,12.68,0
100,2010,320,100,-3.174,77.6,0,0,0,1,0.007,1029,12.64,0
100,2010,320,200,-3.63,80.1,176,9.85,1.287,147,0.007,1029,12.61,0
100,2010,320,300,-3.966,82.7,90.5,42.29,1.225,239,0.013,1030,12.59,0
100,2010,320,400,-4.646,86.8,169.8,7.2,0.775,340,0.02,1029,12.57,0
100,2010,320,500,-4.462,85.9,0,0,0,401,0.027,1028,12.55,0
100,2010,320,600,-5.367,89.3,195.9,3.484,0.887,506,0.034,1028,12.52,0
100,2010,320,700,-5.414,90.3,0,0,0,601,0.228,1028,12.49,0
100,2010,320,800,-5.005,90.9,0,0,0,701,25.15,1028,12.47,0
100,2010,320,900,-2.958,85.8,0,0,0,801,134.7,1028,13.31,0
100,2010,320,1000,0.152,71.8,223.3,15.76,1.562,958,289.9,1028,14.14,0
